[UE1] [2025-07-19 11:34:39] [  5]   0.00-1.00   sec  3.77 MBytes  31.7 Mbits/sec  0.228 ms  0/2733 (0%)
[UE1] [2025-07-19 11:37:50] [  5]  89.00-90.00  sec  9.98 MBytes  83.7 Mbits/sec  0.084 ms  2918/10147 (29%)
[UE1] [2025-07-19 11:37:51] [  5]  90.00-91.00  sec  10.8 MBytes  90.6 Mbits/sec  0.077 ms  3140/10962 (29%)
[UE1] [2025-07-19 11:37:52] [  5]  91.00-92.00  sec  9.39 MBytes  78.8 Mbits/sec  0.070 ms  2772/9574 (29%)
[UE1] [2025-07-19 11:37:53] [  5]  92.00-93.00  sec  10.8 MBytes  90.5 Mbits/sec  0.083 ms  3321/11133 (30%)
[UE1] [2025-07-19 11:37:54] [  5]  93.00-94.00  sec  9.39 MBytes  78.8 Mbits/sec  0.117 ms  2754/9555 (29%)
[UE1] [2025-07-19 11:37:55] [  5]  94.00-95.00  sec  10.7 MBytes  89.6 Mbits/sec  0.091 ms  3437/11175 (31%)
[UE1] [2025-07-19 11:37:56] [  5]  95.00-96.00  sec  9.49 MBytes  79.6 Mbits/sec  0.080 ms  2711/9585 (28%)
[UE1] [2025-07-19 11:37:57] [  5]  96.00-97.00  sec  10.2 MBytes  85.5 Mbits/sec  0.092 ms  3147/10529 (30%)
[UE1] [2025-07-19 11:37:58] [  5]  97.00-98.00  sec  9.39 MBytes  78.7 Mbits/sec  0.072 ms  2968/9766 (30%)
[UE1] [2025-07-19 11:37:59] [  5]  98.00-99.00  sec  10.2 MBytes  85.6 Mbits/sec  0.068 ms  3475/10863 (32%)
[UE1] [2025-07-19 11:38:01] [  5]  99.00-100.00 sec  9.99 MBytes  83.8 Mbits/sec  0.075 ms  3765/11001 (34%)
[UE1] [2025-07-19 11:38:02] [  5]   0.00-1.00   sec  3.74 MBytes  31.4 Mbits/sec  0.191 ms  0/2707 (0%)
[UE1] [2025-07-19 11:38:03] [  5]   1.00-2.00   sec  3.58 MBytes  30.0 Mbits/sec  0.126 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:04] [  5]   2.00-3.00   sec  3.58 MBytes  30.0 Mbits/sec  0.161 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:05] [  5]   3.00-4.00   sec  3.58 MBytes  30.0 Mbits/sec  0.188 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:06] [  5]   4.00-5.00   sec  3.58 MBytes  30.0 Mbits/sec  0.170 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:07] [  5]   5.00-6.00   sec  3.58 MBytes  30.0 Mbits/sec  0.162 ms  0/2591 (0%)
[UE1] [2025-07-19 11:38:08] [  5]   6.00-7.00   sec  3.57 MBytes  30.0 Mbits/sec  0.211 ms  0/2588 (0%)
[UE1] [2025-07-19 11:38:09] [  5]   7.00-8.00   sec  3.58 MBytes  30.0 Mbits/sec  0.191 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:10] [  5]   8.00-9.00   sec  3.58 MBytes  30.0 Mbits/sec  0.200 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:11] [  5]   9.00-10.00  sec  3.58 MBytes  30.0 Mbits/sec  0.095 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:12] [  5]  10.00-11.00  sec  3.58 MBytes  30.0 Mbits/sec  0.104 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:13] [  5]  11.00-12.00  sec  3.58 MBytes  30.0 Mbits/sec  0.232 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:14] [  5]  12.00-13.00  sec  3.57 MBytes  30.0 Mbits/sec  0.157 ms  0/2586 (0%)
[UE1] [2025-07-19 11:38:15] [  5]  13.00-14.00  sec  3.58 MBytes  30.0 Mbits/sec  0.192 ms  0/2593 (0%)
[UE1] [2025-07-19 11:38:16] [  5]  14.00-15.00  sec  3.58 MBytes  30.0 Mbits/sec  0.255 ms  0/2591 (0%)
[UE1] [2025-07-19 11:38:17] [  5]  15.00-16.00  sec  3.58 MBytes  30.0 Mbits/sec  0.093 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:18] [  5]  16.00-17.00  sec  3.58 MBytes  30.0 Mbits/sec  0.126 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:19] [  5]  17.00-18.00  sec  3.58 MBytes  30.0 Mbits/sec  0.355 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:20] [  5]  18.00-19.00  sec  3.57 MBytes  30.0 Mbits/sec  0.154 ms  0/2587 (0%)
[UE1] [2025-07-19 11:38:21] [  5]  19.00-20.00  sec  3.58 MBytes  30.0 Mbits/sec  0.193 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:22] [  5]  20.00-21.00  sec  3.58 MBytes  30.0 Mbits/sec  0.118 ms  0/2592 (0%)
[UE1] [2025-07-19 11:38:23] [  5]  21.00-22.00  sec  3.58 MBytes  30.0 Mbits/sec  0.289 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:24] [  5]  22.00-23.00  sec  3.58 MBytes  30.0 Mbits/sec  0.227 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:25] [  5]  23.00-24.00  sec  3.58 MBytes  30.0 Mbits/sec  0.182 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:26] [  5]  24.00-25.00  sec  3.58 MBytes  30.0 Mbits/sec  0.215 ms  0/2591 (0%)
[UE1] [2025-07-19 11:38:27] [  5]  25.00-26.00  sec  3.58 MBytes  30.0 Mbits/sec  0.231 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:28] [  5]  26.00-27.00  sec  3.57 MBytes  30.0 Mbits/sec  0.553 ms  0/2586 (0%)
[UE1] [2025-07-19 11:38:29] [  5]  27.00-28.00  sec  3.58 MBytes  30.0 Mbits/sec  0.195 ms  0/2593 (0%)
[UE1] [2025-07-19 11:38:30] [  5]  28.00-29.00  sec  3.57 MBytes  30.0 Mbits/sec  0.213 ms  0/2587 (0%)
[UE1] [2025-07-19 11:38:31] [  5]  29.00-30.00  sec  3.58 MBytes  30.0 Mbits/sec  0.261 ms  0/2593 (0%)
[UE1] [2025-07-19 11:38:32] [  5]  30.00-31.00  sec  3.58 MBytes  30.0 Mbits/sec  0.186 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:33] [  5]  31.00-32.00  sec  3.58 MBytes  30.0 Mbits/sec  0.191 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:34] [  5]  32.00-33.00  sec  3.58 MBytes  30.0 Mbits/sec  0.116 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:35] [  5]  33.00-34.00  sec  3.58 MBytes  30.0 Mbits/sec  0.155 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:36] [  5]  34.00-35.00  sec  3.58 MBytes  30.0 Mbits/sec  0.193 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:37] [  5]  35.00-36.00  sec  3.58 MBytes  30.0 Mbits/sec  0.145 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:38] [  5]  36.00-37.00  sec  3.58 MBytes  30.0 Mbits/sec  0.142 ms  0/2592 (0%)
[UE1] [2025-07-19 11:38:39] [  5]  37.00-38.00  sec  3.57 MBytes  30.0 Mbits/sec  0.176 ms  0/2588 (0%)
[UE1] [2025-07-19 11:38:40] [  5]  38.00-39.00  sec  3.57 MBytes  30.0 Mbits/sec  0.236 ms  0/2588 (0%)
[UE1] [2025-07-19 11:38:41] [  5]  39.00-40.00  sec  3.58 MBytes  30.0 Mbits/sec  0.135 ms  0/2591 (0%)
[UE1] [2025-07-19 11:38:42] [  5]  40.00-41.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:43] [  5]  41.00-42.00  sec  3.58 MBytes  30.0 Mbits/sec  0.138 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:44] [  5]  42.00-43.00  sec  3.58 MBytes  30.0 Mbits/sec  0.166 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:45] [  5]  43.00-44.00  sec  3.58 MBytes  30.0 Mbits/sec  0.237 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:46] [  5]  44.00-45.00  sec  3.58 MBytes  30.0 Mbits/sec  0.116 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:47] [  5]  45.00-46.00  sec  3.58 MBytes  30.0 Mbits/sec  0.257 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:48] [  5]  46.00-47.00  sec  3.58 MBytes  30.0 Mbits/sec  0.161 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:49] [  5]  47.00-48.00  sec  3.58 MBytes  30.0 Mbits/sec  0.171 ms  0/2591 (0%)
[UE1] [2025-07-19 11:38:50] [  5]  48.00-49.00  sec  3.58 MBytes  30.0 Mbits/sec  0.251 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:51] [  5]  49.00-50.00  sec  3.58 MBytes  30.0 Mbits/sec  0.141 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:52] [  5]  50.00-51.00  sec  3.58 MBytes  30.0 Mbits/sec  0.253 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:53] [  5]  51.00-52.00  sec  3.58 MBytes  30.0 Mbits/sec  0.128 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:54] [  5]  52.00-53.00  sec  3.58 MBytes  30.0 Mbits/sec  0.211 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:55] [  5]  53.00-54.00  sec  3.58 MBytes  30.0 Mbits/sec  0.167 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:56] [  5]  54.00-55.00  sec  3.58 MBytes  30.0 Mbits/sec  0.203 ms  0/2589 (0%)
[UE1] [2025-07-19 11:38:57] [  5]  55.00-56.00  sec  3.57 MBytes  30.0 Mbits/sec  0.316 ms  0/2587 (0%)
[UE1] [2025-07-19 11:38:58] [  5]  56.00-57.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2590 (0%)
[UE1] [2025-07-19 11:38:59] [  5]  57.00-58.00  sec  3.58 MBytes  30.0 Mbits/sec  0.251 ms  0/2592 (0%)
[UE1] [2025-07-19 11:39:00] [  5]  58.00-59.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:01] [  5]  59.00-60.00  sec  3.58 MBytes  30.0 Mbits/sec  0.174 ms  0/2591 (0%)
[UE1] [2025-07-19 11:39:02] [  5]  60.00-61.00  sec  3.58 MBytes  30.0 Mbits/sec  0.183 ms  0/2589 (0%)
[UE1] [2025-07-19 11:39:03] [  5]  61.00-62.00  sec  3.58 MBytes  30.0 Mbits/sec  0.142 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:04] [  5]  62.00-63.00  sec  3.57 MBytes  29.9 Mbits/sec  0.307 ms  0/2582 (0%)
[UE1] [2025-07-19 11:39:05] [  5]  63.00-64.00  sec  3.59 MBytes  30.1 Mbits/sec  0.207 ms  0/2597 (0%)
[UE1] [2025-07-19 11:39:06] [  5]  64.00-65.00  sec  3.58 MBytes  30.0 Mbits/sec  0.246 ms  0/2592 (0%)
[UE1] [2025-07-19 11:39:07] [  5]  65.00-66.00  sec  3.57 MBytes  30.0 Mbits/sec  0.232 ms  0/2588 (0%)
[UE1] [2025-07-19 11:39:08] [  5]  66.00-67.00  sec  3.58 MBytes  30.0 Mbits/sec  0.160 ms  0/2589 (0%)
[UE1] [2025-07-19 11:39:09] [  5]  67.00-68.00  sec  3.58 MBytes  30.0 Mbits/sec  0.345 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:10] [  5]  68.00-69.00  sec  3.57 MBytes  30.0 Mbits/sec  0.202 ms  0/2588 (0%)
[UE1] [2025-07-19 11:39:11] [  5]  69.00-70.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2592 (0%)
[UE1] [2025-07-19 11:39:12] [  5]  70.00-71.00  sec  3.58 MBytes  30.0 Mbits/sec  0.143 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:13] [  5]  71.00-72.00  sec  3.58 MBytes  30.0 Mbits/sec  0.188 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:14] [  5]  72.00-73.00  sec  3.58 MBytes  30.0 Mbits/sec  0.158 ms  0/2589 (0%)
[UE1] [2025-07-19 11:39:15] [  5]  73.00-74.00  sec  3.57 MBytes  30.0 Mbits/sec  0.218 ms  0/2588 (0%)
[UE1] [2025-07-19 11:39:16] [  5]  74.00-75.00  sec  3.58 MBytes  30.0 Mbits/sec  0.208 ms  0/2592 (0%)
[UE1] [2025-07-19 11:39:17] [  5]  75.00-76.00  sec  3.58 MBytes  30.0 Mbits/sec  0.409 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:18] [  5]  76.00-77.00  sec  3.58 MBytes  30.0 Mbits/sec  0.286 ms  0/2589 (0%)
[UE1] [2025-07-19 11:39:19] [  5]  77.00-78.00  sec  3.58 MBytes  30.0 Mbits/sec  0.205 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:20] [  5]  78.00-79.00  sec  3.58 MBytes  30.0 Mbits/sec  0.191 ms  0/2591 (0%)
[UE1] [2025-07-19 11:39:21] [  5]  79.00-80.00  sec  3.58 MBytes  30.0 Mbits/sec  0.117 ms  0/2591 (0%)
[UE1] [2025-07-19 11:39:22] [  5]  80.00-81.00  sec  3.57 MBytes  29.9 Mbits/sec  0.135 ms  0/2582 (0%)
[UE1] [2025-07-19 11:39:23] [  5]  81.00-82.00  sec  3.58 MBytes  30.1 Mbits/sec  0.134 ms  0/2595 (0%)
[UE1] [2025-07-19 11:39:24] [  5]  82.00-83.00  sec  3.57 MBytes  30.0 Mbits/sec  0.203 ms  0/2587 (0%)
[UE1] [2025-07-19 11:39:25] [  5]  83.00-84.00  sec  3.58 MBytes  30.0 Mbits/sec  0.152 ms  0/2593 (0%)
[UE1] [2025-07-19 11:39:26] [  5]  84.00-85.00  sec  3.57 MBytes  30.0 Mbits/sec  0.159 ms  0/2588 (0%)
[UE1] [2025-07-19 11:39:27] [  5]  85.00-86.00  sec  3.58 MBytes  30.0 Mbits/sec  0.205 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:28] [  5]  86.00-87.00  sec  3.58 MBytes  30.0 Mbits/sec  0.142 ms  0/2591 (0%)
[UE1] [2025-07-19 11:39:29] [  5]  87.00-88.00  sec  3.58 MBytes  30.0 Mbits/sec  0.296 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:30] [  5]  88.00-89.00  sec  3.58 MBytes  30.0 Mbits/sec  0.192 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:31] [  5]  89.00-90.00  sec  3.58 MBytes  30.0 Mbits/sec  0.254 ms  0/2589 (0%)
[UE1] [2025-07-19 11:39:32] [  5]  90.00-91.00  sec  3.58 MBytes  30.0 Mbits/sec  0.122 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:33] [  5]  91.00-92.00  sec  3.57 MBytes  30.0 Mbits/sec  0.311 ms  0/2587 (0%)
[UE1] [2025-07-19 11:39:34] [  5]  92.00-93.00  sec  3.58 MBytes  30.0 Mbits/sec  0.159 ms  0/2594 (0%)
[UE1] [2025-07-19 11:39:35] [  5]  93.00-94.00  sec  3.57 MBytes  30.0 Mbits/sec  0.143 ms  0/2588 (0%)
[UE1] [2025-07-19 11:39:36] [  5]  94.00-95.00  sec  3.57 MBytes  30.0 Mbits/sec  0.113 ms  0/2588 (0%)
[UE1] [2025-07-19 11:39:37] [  5]  95.00-96.00  sec  3.58 MBytes  30.0 Mbits/sec  0.248 ms  0/2592 (0%)
[UE1] [2025-07-19 11:39:38] [  5]  96.00-97.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2590 (0%)
[UE1] [2025-07-19 11:39:39] [  5]  97.00-98.00  sec  3.57 MBytes  30.0 Mbits/sec  0.130 ms  0/2587 (0%)
[UE1] [2025-07-19 11:39:40] [  5]  98.00-99.00  sec  3.58 MBytes  30.0 Mbits/sec  0.175 ms  0/2592 (0%)
[UE1] [2025-07-19 11:39:41] [  5]  99.00-100.00 sec  3.58 MBytes  30.0 Mbits/sec  0.363 ms  0/2591 (0%)
[UE1] [2025-07-19 11:39:44] [  5]   0.00-1.00   sec  6.62 MBytes  55.6 Mbits/sec  0.113 ms  0/4797 (0%)
[UE1] [2025-07-19 11:39:44] [  5]   1.00-2.00   sec  9.35 MBytes  78.4 Mbits/sec  0.073 ms  1182/7952 (15%)
[UE1] [2025-07-19 11:39:45] [  5]   2.00-3.00   sec  10.0 MBytes  83.9 Mbits/sec  0.110 ms  3159/10399 (30%)
[UE1] [2025-07-19 11:39:46] [  5]   3.00-4.00   sec  10.2 MBytes  85.5 Mbits/sec  0.080 ms  2929/10313 (28%)
[UE1] [2025-07-19 11:39:47] [  5]   4.00-5.00   sec  9.99 MBytes  83.8 Mbits/sec  0.106 ms  2957/10188 (29%)
[UE1] [2025-07-19 11:39:48] [  5]   5.00-6.00   sec  9.39 MBytes  78.7 Mbits/sec  0.074 ms  2958/9756 (30%)
[UE1] [2025-07-19 11:39:49] [  5]   6.00-7.00   sec  10.6 MBytes  89.3 Mbits/sec  0.171 ms  3442/11148 (31%)
[UE1] [2025-07-19 11:39:50] [  5]   7.00-8.00   sec  10.3 MBytes  86.8 Mbits/sec  0.084 ms  3037/10530 (29%)
[UE1] [2025-07-19 11:39:51] [  5]   8.00-9.00   sec  9.99 MBytes  83.8 Mbits/sec  0.106 ms  2925/10158 (29%)
[UE1] [2025-07-19 11:39:52] [  5]   9.00-10.00  sec  10.2 MBytes  85.6 Mbits/sec  0.093 ms  2841/10227 (28%)
[UE1] [2025-07-19 11:39:53] [  5]  10.00-11.00  sec  8.00 MBytes  67.1 Mbits/sec  0.100 ms  2585/8379 (31%)
[UE1] [2025-07-19 11:39:54] [  5]  11.00-12.00  sec  10.2 MBytes  85.4 Mbits/sec  0.100 ms  5101/12472 (41%)
[UE1] [2025-07-19 11:39:55] [  5]  12.00-13.00  sec  9.40 MBytes  78.9 Mbits/sec  0.104 ms  2911/9718 (30%)
[UE1] [2025-07-19 11:39:56] [  5]  13.00-14.00  sec  10.0 MBytes  83.9 Mbits/sec  0.096 ms  3172/10411 (30%)
[UE1] [2025-07-19 11:39:57] [  5]  14.00-15.00  sec  10.2 MBytes  85.5 Mbits/sec  0.088 ms  3260/10641 (31%)
[UE1] [2025-07-19 11:39:58] [  5]  15.00-16.00  sec  9.98 MBytes  83.7 Mbits/sec  0.079 ms  3183/10412 (31%)
[UE1] [2025-07-19 11:39:59] [  5]  16.00-17.00  sec  9.59 MBytes  80.5 Mbits/sec  0.122 ms  3084/10030 (31%)
[UE1] [2025-07-19 11:40:00] [  5]  17.00-18.00  sec  9.39 MBytes  78.8 Mbits/sec  0.082 ms  3545/10346 (34%)
[UE1] [2025-07-19 11:40:01] [  5]  18.00-19.00  sec  10.0 MBytes  83.9 Mbits/sec  0.097 ms  3541/10780 (33%)
[UE1] [2025-07-19 11:40:02] [  5]  19.00-20.00  sec  10.2 MBytes  85.6 Mbits/sec  0.070 ms  3076/10468 (29%)
[UE1] [2025-07-19 11:40:03] [  5]  20.00-21.00  sec  9.99 MBytes  83.8 Mbits/sec  0.122 ms  2984/10216 (29%)
[UE1] [2025-07-19 11:40:04] [  5]  21.00-22.00  sec  8.78 MBytes  73.6 Mbits/sec  0.104 ms  2729/9087 (30%)
[UE1] [2025-07-19 11:40:05] [  5]  22.00-23.00  sec  10.8 MBytes  90.6 Mbits/sec  0.097 ms  4281/12101 (35%)
[UE1] [2025-07-19 11:40:06] [  5]  23.00-24.00  sec  9.41 MBytes  78.9 Mbits/sec  1.656 ms  2822/9635 (29%)
[UE1] [2025-07-19 11:40:07] [  5]  24.00-25.00  sec  9.96 MBytes  83.6 Mbits/sec  0.087 ms  2990/10205 (29%)
[UE1] [2025-07-19 11:40:08] [  5]  25.00-26.00  sec  10.2 MBytes  85.5 Mbits/sec  0.097 ms  3296/10678 (31%)
[UE1] [2025-07-19 11:40:09] [  5]  26.00-27.00  sec  9.39 MBytes  78.7 Mbits/sec  0.092 ms  2912/9709 (30%)
[UE1] [2025-07-19 11:40:10] [  5]  27.00-28.00  sec  10.2 MBytes  85.5 Mbits/sec  0.084 ms  3900/11281 (35%)
[UE1] [2025-07-19 11:40:11] [  5]  28.00-29.00  sec  10.0 MBytes  83.9 Mbits/sec  0.075 ms  2953/10196 (29%)
[UE1] [2025-07-19 11:40:12] [  5]  29.00-30.00  sec  10.0 MBytes  83.9 Mbits/sec  0.122 ms  3128/10371 (30%)
[UE1] [2025-07-19 11:40:13] [  5]  30.00-31.00  sec  10.2 MBytes  85.6 Mbits/sec  0.094 ms  2998/10384 (29%)
[UE1] [2025-07-19 11:40:14] [  5]  31.00-32.00  sec  9.99 MBytes  83.8 Mbits/sec  0.082 ms  2996/10227 (29%)
[UE1] [2025-07-19 11:40:15] [  5]  32.00-33.00  sec  10.2 MBytes  85.4 Mbits/sec  0.111 ms  2941/10312 (29%)
[UE1] [2025-07-19 11:40:16] [  5]  33.00-34.00  sec  10.8 MBytes  90.8 Mbits/sec  0.080 ms  3144/10977 (29%)
[UE1] [2025-07-19 11:40:17] [  5]  34.00-35.00  sec  9.37 MBytes  78.6 Mbits/sec  0.093 ms  2750/9537 (29%)
[UE1] [2025-07-19 11:40:18] [  5]  35.00-36.00  sec  10.2 MBytes  85.5 Mbits/sec  0.104 ms  3167/10544 (30%)
[UE1] [2025-07-19 11:40:19] [  5]  36.00-37.00  sec  10.0 MBytes  83.8 Mbits/sec  0.082 ms  3045/10283 (30%)
[UE1] [2025-07-19 11:40:20] [  5]  37.00-38.00  sec  10.2 MBytes  85.6 Mbits/sec  0.097 ms  3143/10530 (30%)
[UE1] [2025-07-19 11:40:21] [  5]  38.00-39.00  sec  9.39 MBytes  78.8 Mbits/sec  0.121 ms  2883/9682 (30%)
[UE1] [2025-07-19 11:40:22] [  5]  39.00-40.00  sec  10.0 MBytes  83.9 Mbits/sec  0.075 ms  4106/11344 (36%)
[UE1] [2025-07-19 11:40:23] [  5]  40.00-41.00  sec  10.2 MBytes  85.4 Mbits/sec  0.075 ms  2999/10368 (29%)
[UE1] [2025-07-19 11:40:24] [  5]  41.00-42.00  sec  9.99 MBytes  83.8 Mbits/sec  0.084 ms  2913/10147 (29%)
[UE1] [2025-07-19 11:40:25] [  5]  42.00-43.00  sec  10.2 MBytes  85.5 Mbits/sec  0.075 ms  2818/10200 (28%)
[UE1] [2025-07-19 11:40:26] [  5]  43.00-44.00  sec  10.0 MBytes  84.0 Mbits/sec  0.099 ms  3164/10413 (30%)
[UE1] [2025-07-19 11:40:27] [  5]  44.00-45.00  sec  10.2 MBytes  85.4 Mbits/sec  0.085 ms  3258/10633 (31%)
[UE1] [2025-07-19 11:40:28] [  5]  45.00-46.00  sec  9.39 MBytes  78.8 Mbits/sec  0.084 ms  2858/9657 (30%)
[UE1] [2025-07-19 11:40:29] [  5]  46.00-47.00  sec  10.0 MBytes  83.8 Mbits/sec  0.093 ms  3329/10569 (31%)
[UE1] [2025-07-19 11:40:30] [  5]  47.00-48.00  sec  9.40 MBytes  78.8 Mbits/sec  0.150 ms  2868/9673 (30%)
[UE1] [2025-07-19 11:40:31] [  5]  48.00-49.00  sec  10.2 MBytes  85.4 Mbits/sec  0.081 ms  3804/11179 (34%)
[UE1] [2025-07-19 11:40:32] [  5]  49.00-50.00  sec  9.99 MBytes  83.8 Mbits/sec  0.107 ms  3197/10432 (31%)
[UE1] [2025-07-19 11:40:33] [  5]  50.00-51.00  sec  10.2 MBytes  85.5 Mbits/sec  0.088 ms  3006/10383 (29%)
[UE1] [2025-07-19 11:40:34] [  5]  51.00-52.00  sec  8.80 MBytes  73.8 Mbits/sec  0.107 ms  2866/9237 (31%)
[UE1] [2025-07-19 11:40:35] [  5]  52.00-53.00  sec  10.0 MBytes  83.8 Mbits/sec  0.102 ms  4158/11396 (36%)
[UE1] [2025-07-19 11:40:36] [  5]  53.00-54.00  sec  10.2 MBytes  85.6 Mbits/sec  0.102 ms  3067/10453 (29%)
[UE1] [2025-07-19 11:40:37] [  5]  54.00-55.00  sec  10.0 MBytes  83.8 Mbits/sec  0.109 ms  3016/10254 (29%)
[UE1] [2025-07-19 11:40:38] [  5]  55.00-56.00  sec  10.2 MBytes  85.5 Mbits/sec  0.073 ms  3070/10449 (29%)
[UE1] [2025-07-19 11:40:39] [  5]  56.00-57.00  sec  9.97 MBytes  83.7 Mbits/sec  0.102 ms  3234/10457 (31%)
[UE1] [2025-07-19 11:40:40] [  5]  57.00-58.00  sec  9.40 MBytes  78.9 Mbits/sec  0.102 ms  2911/9718 (30%)
[UE1] [2025-07-19 11:40:41] [  5]  58.00-59.00  sec  10.2 MBytes  85.6 Mbits/sec  0.089 ms  3656/11043 (33%)
[UE1] [2025-07-19 11:40:42] [  5]  59.00-60.00  sec  10.0 MBytes  83.8 Mbits/sec  0.091 ms  3133/10371 (30%)
[UE1] [2025-07-19 11:40:43] [  5]  60.00-61.00  sec  10.2 MBytes  85.4 Mbits/sec  0.084 ms  3018/10390 (29%)
[UE1] [2025-07-19 11:40:44] [  5]  61.00-62.00  sec  10.0 MBytes  83.9 Mbits/sec  0.119 ms  3083/10323 (30%)
[UE1] [2025-07-19 11:40:45] [  5]  62.00-63.00  sec  10.2 MBytes  85.5 Mbits/sec  0.099 ms  3064/10444 (29%)
[UE1] [2025-07-19 11:40:46] [  5]  63.00-64.00  sec  9.98 MBytes  83.7 Mbits/sec  0.074 ms  3219/10446 (31%)
[UE1] [2025-07-19 11:40:47] [  5]  64.00-65.00  sec  9.40 MBytes  78.9 Mbits/sec  0.074 ms  2827/9635 (29%)
[UE1] [2025-07-19 11:40:48] [  5]  65.00-66.00  sec  10.2 MBytes  85.5 Mbits/sec  0.085 ms  3162/10544 (30%)
[UE1] [2025-07-19 11:40:49] [  5]  66.00-67.00  sec  10.0 MBytes  83.9 Mbits/sec  0.080 ms  3216/10463 (31%)
[UE1] [2025-07-19 11:40:50] [  5]  67.00-68.00  sec  10.2 MBytes  85.5 Mbits/sec  0.117 ms  3340/10717 (31%)
[UE1] [2025-07-19 11:40:51] [  5]  68.00-69.00  sec  10.2 MBytes  85.5 Mbits/sec  0.091 ms  3212/10590 (30%)
[UE1] [2025-07-19 11:40:52] [  5]  69.00-70.00  sec  9.98 MBytes  83.7 Mbits/sec  0.107 ms  2916/10140 (29%)
[UE1] [2025-07-19 11:40:53] [  5]  70.00-71.00  sec  9.40 MBytes  78.9 Mbits/sec  0.097 ms  2962/9769 (30%)
[UE1] [2025-07-19 11:40:54] [  5]  71.00-72.00  sec  10.2 MBytes  85.6 Mbits/sec  0.078 ms  3273/10659 (31%)
[UE1] [2025-07-19 11:40:55] [  5]  72.00-73.00  sec  10.0 MBytes  83.9 Mbits/sec  0.105 ms  3016/10255 (29%)
[UE1] [2025-07-19 11:40:56] [  5]  73.00-74.00  sec  10.2 MBytes  85.4 Mbits/sec  0.119 ms  3030/10401 (29%)
[UE1] [2025-07-19 11:40:57] [  5]  74.00-75.00  sec  9.40 MBytes  78.8 Mbits/sec  0.075 ms  3395/10199 (33%)
[UE1] [2025-07-19 11:40:58] [  5]  75.00-76.00  sec  9.98 MBytes  83.7 Mbits/sec  0.082 ms  3099/10326 (30%)
[UE1] [2025-07-19 11:40:59] [  5]  76.00-77.00  sec  10.2 MBytes  85.5 Mbits/sec  0.085 ms  3132/10513 (30%)
[UE1] [2025-07-19 11:41:00] [  5]  77.00-78.00  sec  9.42 MBytes  79.0 Mbits/sec  0.031 ms  2779/9600 (29%)
